edge_3683l	barrnap:0.9	rRNA	163	1646	0	-	.	ID=AAHFOCED_00001;locus_tag=AAHFOCED_00001;product=16S ribosomal RNA
edge_3683l	Prodigal:002006	CDS	459051	459602	.	-	0	ID=AAHFOCED_00470;Name=epsF_2;db_xref=COG:COG1459;gene=epsF_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P45780;locus_tag=AAHFOCED_00470;product=Type II secretion system protein F
edge_3683l	Prodigal:002006	CDS	459673	459828	.	-	0	ID=AAHFOCED_00471;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00471;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	459832	461631	.	-	0	ID=AAHFOCED_00472;Name=xpsE_2;db_xref=COG:COG2804;gene=xpsE_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P31742;locus_tag=AAHFOCED_00472;product=Type II secretion system protein E
edge_3683l	Prodigal:002006	CDS	461701	462153	.	+	0	ID=AAHFOCED_00473;Name=tsaE;db_xref=COG:COG0802;gene=tsaE;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O05515;locus_tag=AAHFOCED_00473;product=tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
edge_3683l	Prodigal:002006	CDS	462150	462536	.	+	0	ID=AAHFOCED_00474;Name=tsaB;db_xref=COG:COG1214;gene=tsaB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P43990;locus_tag=AAHFOCED_00474;product=tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
edge_3683l	Prodigal:002006	CDS	462691	464181	.	+	0	ID=AAHFOCED_00475;eC_number=3.1.-.-;Name=rny;db_xref=COG:COG1418;gene=rny;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O31774;locus_tag=AAHFOCED_00475;product=Ribonuclease Y
edge_3683l	Prodigal:002006	CDS	464203	465612	.	+	0	ID=AAHFOCED_00476;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00476;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	465625	466635	.	-	0	ID=AAHFOCED_00477;eC_number=2.7.6.1;Name=prs;db_xref=COG:COG0462;gene=prs;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WKE3;locus_tag=AAHFOCED_00477;product=Ribose-phosphate pyrophosphokinase
edge_3683l	Prodigal:002006	CDS	466733	467293	.	+	0	ID=AAHFOCED_00478;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00478;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	467344	467419	.	-	.	ID=AAHFOCED_00479;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00479;product=tRNA-Pro(tgg)
edge_3683l	Prodigal:002006	CDS	467464	467943	.	+	0	ID=AAHFOCED_00480;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00480;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	467940	469433	.	+	0	ID=AAHFOCED_00481;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00481;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	469420	470463	.	-	0	ID=AAHFOCED_00482;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00482;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	470486	470959	.	+	0	ID=AAHFOCED_00483;eC_number=1.11.1.15;Name=bcp;db_xref=COG:COG1225;gene=bcp;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q83CY8;locus_tag=AAHFOCED_00483;product=Putative peroxiredoxin bcp
edge_3683l	Prodigal:002006	CDS	470956	471678	.	-	0	ID=AAHFOCED_00484;eC_number=6.3.5.13;Name=gatD;gene=gatD;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0A0H3JN63;locus_tag=AAHFOCED_00484;product=Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit GatD
edge_3683l	Prodigal:002006	CDS	471719	472960	.	-	0	ID=AAHFOCED_00485;eC_number=6.3.5.13;Name=murT;db_xref=COG:COG0769;gene=murT;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8DNZ9;locus_tag=AAHFOCED_00485;product=Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT
edge_3683l	Prodigal:002006	CDS	473003	473380	.	+	0	ID=AAHFOCED_00486;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00486;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	473380	475770	.	+	0	ID=AAHFOCED_00487;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00487;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	475792	476967	.	+	0	ID=AAHFOCED_00488;eC_number=2.7.-.-;Name=sasA_2;gene=sasA_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837;locus_tag=AAHFOCED_00488;product=Adaptive-response sensory-kinase SasA
edge_3683l	Prodigal:002006	CDS	476960	477331	.	+	0	ID=AAHFOCED_00489;Name=lnrK;db_xref=COG:COG2197;gene=lnrK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P94439;locus_tag=AAHFOCED_00489;product=Transcriptional regulatory protein LnrK
edge_3683l	Prodigal:002006	CDS	477386	479767	.	+	0	ID=AAHFOCED_00490;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00490;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	479777	480226	.	+	0	ID=AAHFOCED_00491;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00491;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	480207	481046	.	+	0	ID=AAHFOCED_00492;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00492;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	481053	481388	.	-	0	ID=AAHFOCED_00493;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00493;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	481458	482501	.	-	0	ID=AAHFOCED_00494;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00494;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	482629	482973	.	+	0	ID=AAHFOCED_00495;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00495;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	483049	484299	.	+	0	ID=AAHFOCED_00496;eC_number=3.6.1.-;Name=rsgA;gene=rsgA;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01820;locus_tag=AAHFOCED_00496;product=Small ribosomal subunit biogenesis GTPase RsgA
edge_3683l	Aragorn:001002	tRNA	484377	484453	.	-	.	ID=AAHFOCED_00497;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00497;product=tRNA-Arg(tct)
edge_3683l	Prodigal:002006	CDS	484653	486623	.	+	0	ID=AAHFOCED_00498;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00498;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	486623	487321	.	+	0	ID=AAHFOCED_00499;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00499;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	487366	487440	.	-	.	ID=AAHFOCED_00500;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00500;product=tRNA-Gly(tcc)
edge_3683l	Prodigal:002006	CDS	487495	487884	.	+	0	ID=AAHFOCED_00501;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00501;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	487928	488004	.	-	.	ID=AAHFOCED_00502;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00502;product=tRNA-His(gtg)
edge_3683l	Prodigal:002006	CDS	488043	489575	.	-	0	ID=AAHFOCED_00503;eC_number=2.5.1.7;Name=murAA;db_xref=COG:COG0766;gene=murAA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P70965;locus_tag=AAHFOCED_00503;product=UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
edge_3683l	Aragorn:001002	tmRNA	488141	488575	.	+	.	ID=AAHFOCED_00504;Name=ssrA;gene=ssrA;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00504;product=transfer-messenger RNA%2C SsrA
edge_3683l	Prodigal:002006	CDS	489769	491046	.	+	0	ID=AAHFOCED_00505;eC_number=2.1.2.1;Name=glyA;gene=glyA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P99091;locus_tag=AAHFOCED_00505;product=Serine hydroxymethyltransferase
edge_3683l	Prodigal:002006	CDS	491114	491635	.	-	0	ID=AAHFOCED_00506;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00506;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	491714	492757	.	-	0	ID=AAHFOCED_00507;eC_number=1.3.1.98;Name=murB;db_xref=COG:COG0812;gene=murB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P08373;locus_tag=AAHFOCED_00507;product=UDP-N-acetylenolpyruvoylglucosamine reductase
edge_3683l	Aragorn:001002	tRNA	492834	492910	.	+	.	ID=AAHFOCED_00508;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00508;product=tRNA-Arg(tcg)
edge_3683l	Prodigal:002006	CDS	492971	493480	.	-	0	ID=AAHFOCED_00509;eC_number=2.7.7.18;Name=nadD;gene=nadD;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00244;locus_tag=AAHFOCED_00509;product=nicotinate-nucleotide adenylyltransferase
edge_3683l	Aragorn:001002	tRNA	493588	493664	.	+	.	ID=AAHFOCED_00510;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00510;product=tRNA-Lys(ctt)
edge_3683l	Prodigal:002006	CDS	493863	495437	.	-	0	ID=AAHFOCED_00511;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00511;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	495528	495710	.	+	0	ID=AAHFOCED_00512;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00512;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	495689	495961	.	-	0	ID=AAHFOCED_00513;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00513;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	496046	496204	.	-	0	ID=AAHFOCED_00514;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00514;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	496256	496618	.	-	0	ID=AAHFOCED_00515;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00515;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	496669	499392	.	-	0	ID=AAHFOCED_00516;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00516;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	499502	499954	.	-	0	ID=AAHFOCED_00517;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00517;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	499954	500694	.	-	0	ID=AAHFOCED_00518;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00518;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	501218	501673	.	-	0	ID=AAHFOCED_00519;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00519;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	501735	502544	.	+	0	ID=AAHFOCED_00520;Name=folD_1;db_xref=COG:COG0190;gene=folD_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q0PA35;locus_tag=AAHFOCED_00520;product=Bifunctional protein FolD protein
edge_3683l	Prodigal:002006	CDS	502534	502902	.	-	0	ID=AAHFOCED_00521;Name=atoC;db_xref=COG:COG2204;gene=atoC;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q06065;locus_tag=AAHFOCED_00521;product=Regulatory protein AtoC
edge_3683l	Prodigal:002006	CDS	503057	503233	.	-	0	ID=AAHFOCED_00522;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00522;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	503337	503927	.	-	0	ID=AAHFOCED_00523;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00523;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	504089	505240	.	+	0	ID=AAHFOCED_00524;eC_number=4.1.1.17;Name=ldc;gene=ldc;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O50657;locus_tag=AAHFOCED_00524;product=Lysine/ornithine decarboxylase
edge_3683l	Prodigal:002006	CDS	505296	506387	.	+	0	ID=AAHFOCED_00525;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00525;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	506374	506733	.	+	0	ID=AAHFOCED_00526;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00526;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	506743	508179	.	+	0	ID=AAHFOCED_00527;eC_number=2.7.-.-;Name=sasA_3;gene=sasA_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01837;locus_tag=AAHFOCED_00527;product=Adaptive-response sensory-kinase SasA
edge_3683l	Prodigal:002006	CDS	508160	508369	.	-	0	ID=AAHFOCED_00528;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00528;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	508476	509831	.	-	0	ID=AAHFOCED_00529;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00529;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	510105	511430	.	-	0	ID=AAHFOCED_00530;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00530;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	511964	512587	.	-	0	ID=AAHFOCED_00531;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00531;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	512600	512845	.	-	0	ID=AAHFOCED_00532;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00532;product=hypothetical protein
edge_3683l	Aragorn:001002	tRNA	512937	513011	.	+	.	ID=AAHFOCED_00533;inference=COORDINATES:profile:Aragorn:001002;locus_tag=AAHFOCED_00533;product=tRNA-Glu(ttc)
edge_3683l	Prodigal:002006	CDS	513182	513295	.	+	0	ID=AAHFOCED_00534;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00534;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	513600	514901	.	+	0	ID=AAHFOCED_00535;eC_number=2.7.1.40;Name=pyk;db_xref=COG:COG0469;gene=pyk;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WKE5;locus_tag=AAHFOCED_00535;product=Pyruvate kinase
edge_3683l	Prodigal:002006	CDS	514945	516174	.	+	0	ID=AAHFOCED_00536;Name=pgk/tpi;db_xref=COG:COG0126;gene=pgk/tpi;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P36204;locus_tag=AAHFOCED_00536;product=Bifunctional PGK/TIM
edge_3683l	Prodigal:002006	CDS	516209	516988	.	+	0	ID=AAHFOCED_00537;eC_number=5.3.1.1;Name=tpiA;gene=tpiA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q8XKU1;locus_tag=AAHFOCED_00537;product=Triosephosphate isomerase
edge_3683l	Prodigal:002006	CDS	516985	518289	.	+	0	ID=AAHFOCED_00538;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00538;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	518318	520438	.	+	0	ID=AAHFOCED_00539;eC_number=3.6.4.12;Name=pcrA;db_xref=COG:COG0210;gene=pcrA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O34580;locus_tag=AAHFOCED_00539;product=ATP-dependent DNA helicase PcrA
edge_3683l	Prodigal:002006	CDS	520573	521658	.	+	0	ID=AAHFOCED_00540;eC_number=3.-.-.-;Name=rpfB;db_xref=COG:COG3583;gene=rpfB;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WG29;locus_tag=AAHFOCED_00540;product=Resuscitation-promoting factor RpfB
edge_3683l	Prodigal:002006	CDS	521658	522422	.	+	0	ID=AAHFOCED_00541;eC_number=2.1.1.182;Name=rsmA;gene=rsmA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P66662;locus_tag=AAHFOCED_00541;product=Ribosomal RNA small subunit methyltransferase A
edge_3683l	Prodigal:002006	CDS	522519	524192	.	+	0	ID=AAHFOCED_00542;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00542;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	524229	525716	.	+	0	ID=AAHFOCED_00543;eC_number=6.1.1.10;Name=metG;db_xref=COG:COG0143;gene=metG;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O67298;locus_tag=AAHFOCED_00543;product=Methionine--tRNA ligase
edge_3683l	Prodigal:002006	CDS	525717	526460	.	+	0	ID=AAHFOCED_00544;eC_number=3.1.-.-;Name=ycfH;db_xref=COG:COG0084;gene=ycfH;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P0AFQ7;locus_tag=AAHFOCED_00544;product=putative metal-dependent hydrolase YcfH
edge_3683l	Prodigal:002006	CDS	526526	526849	.	+	0	ID=AAHFOCED_00545;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00545;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	526849	527271	.	+	0	ID=AAHFOCED_00546;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00546;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	527291	527668	.	+	0	ID=AAHFOCED_00547;eC_number=2.8.1.7;Name=iscS_1;gene=iscS_1;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O54055;locus_tag=AAHFOCED_00547;product=Cysteine desulfurase IscS
edge_3683l	Prodigal:002006	CDS	527622	528434	.	+	0	ID=AAHFOCED_00548;eC_number=2.8.1.7;Name=iscS_2;gene=iscS_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O54055;locus_tag=AAHFOCED_00548;product=Cysteine desulfurase IscS
edge_3683l	Prodigal:002006	CDS	528431	529042	.	+	0	ID=AAHFOCED_00549;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00549;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	529039	530067	.	+	0	ID=AAHFOCED_00550;eC_number=2.8.1.13;Name=mnmA;gene=mnmA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q99TM8;locus_tag=AAHFOCED_00550;product=tRNA-specific 2-thiouridylase MnmA
edge_3683l	Prodigal:002006	CDS	530064	531389	.	-	0	ID=AAHFOCED_00551;Name=ytrF;db_xref=COG:COG0577;gene=ytrF;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O35005;locus_tag=AAHFOCED_00551;product=ABC transporter permease YtrF
edge_3683l	Prodigal:002006	CDS	531392	532195	.	-	0	ID=AAHFOCED_00552;eC_number=3.6.3.-;Name=yknY_2;db_xref=COG:COG1136;gene=yknY_2;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O31711;locus_tag=AAHFOCED_00552;product=putative ABC transporter ATP-binding protein YknY
edge_3683l	Prodigal:002006	CDS	532199	533260	.	+	0	ID=AAHFOCED_00553;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00553;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	533250	534422	.	-	0	ID=AAHFOCED_00554;eC_number=2.4.1.345;Name=pimA;db_xref=COG:COG0438;gene=pimA;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0QWG6;locus_tag=AAHFOCED_00554;product=Phosphatidyl-myo-inositol mannosyltransferase
edge_3683l	Prodigal:002006	CDS	534419	535702	.	-	0	ID=AAHFOCED_00555;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00555;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	535699	537831	.	-	0	ID=AAHFOCED_00556;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00556;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	537818	538924	.	-	0	ID=AAHFOCED_00557;eC_number=2.4.1.11;db_xref=COG:COG0438;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P9WMY9;locus_tag=AAHFOCED_00557;product=Glycogen synthase
edge_3683l	Prodigal:002006	CDS	538921	540990	.	-	0	ID=AAHFOCED_00558;eC_number=2.4.1.250;Name=mshA_3;gene=mshA_3;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01695;locus_tag=AAHFOCED_00558;product=D-inositol-3-phosphate glycosyltransferase
edge_3683l	Prodigal:002006	CDS	541023	541814	.	-	0	ID=AAHFOCED_00559;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00559;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	541818	542336	.	-	0	ID=AAHFOCED_00560;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00560;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	542595	542861	.	+	0	ID=AAHFOCED_00561;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00561;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	543008	544240	.	+	0	ID=AAHFOCED_00562;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00562;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	544240	545625	.	+	0	ID=AAHFOCED_00563;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00563;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	545663	547546	.	+	0	ID=AAHFOCED_00564;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00564;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	547592	548857	.	+	0	ID=AAHFOCED_00565;Name=ftsA_2;gene=ftsA_2;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02033;locus_tag=AAHFOCED_00565;product=Cell division protein FtsA
edge_3683l	Prodigal:002006	CDS	548868	550481	.	+	0	ID=AAHFOCED_00566;inference=ab initio prediction:Prodigal:002006;locus_tag=AAHFOCED_00566;product=hypothetical protein
edge_3683l	Prodigal:002006	CDS	550481	550888	.	+	0	ID=AAHFOCED_00567;eC_number=3.1.-.-;Name=yrrK;db_xref=COG:COG0816;gene=yrrK;inference=ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O34634;locus_tag=AAHFOCED_00567;product=Putative pre-16S rRNA nuclease
edge_3683l	Prodigal:002006	CDS	550872	551453	.	+	0	ID=AAHFOCED_00568;eC_number=4.2.2.-;Name=mltG_1;gene=mltG_1;inference=ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_02065;locus_tag=AAHFOCED_00568;product=Endolytic murein transglycosylase
